-5.591865777969360352e-01,-1.751762628555297852e-01
-5.491865873336791992e-01,-1.651762574911117554e-01
-5.391865968704223633e-01,-1.551762521266937256e-01
-5.291866064071655273e-01,-1.451762467622756958e-01
-5.191866159439086914e-01,-1.351762413978576660e-01
-5.091866254806518555e-01,-1.251762360334396362e-01
-4.991866350173950195e-01,-1.151762381196022034e-01
-4.891866445541381836e-01,-1.051762402057647705e-01
-4.791866540908813477e-01,-9.517624229192733765e-02
-4.691866636276245117e-01,-8.517624437808990479e-02
-4.591866731643676758e-01,-7.517624646425247192e-02
-4.491866827011108398e-01,-6.517624855041503906e-02
-4.391866922378540039e-01,-5.517625063657760620e-02
-4.291867017745971680e-01,-4.517625272274017334e-02
-4.191867113113403320e-01,-3.517625480890274048e-02
-4.091867208480834961e-01,-2.517625875771045685e-02
-3.991867303848266602e-01,-1.517626363784074783e-02
-3.891867399215698242e-01,-5.176269449293613434e-03
-3.791867494583129883e-01,4.823724739253520966e-03
-3.691867589950561523e-01,1.482371985912322998e-02
-3.591867685317993164e-01,2.482371404767036438e-02
-3.491867780685424805e-01,3.482370823621749878e-02
-3.391865789890289307e-01,4.481521993875503540e-02
-3.291862010955810547e-01,5.479946732521057129e-02
-3.191856741905212402e-01,6.477749347686767578e-02
-3.091850280761718750e-01,7.475019991397857666e-02
-2.991842627525329590e-01,8.471836149692535400e-02
-2.891834080219268799e-01,9.468266367912292480e-02
-2.791824638843536377e-01,1.046436876058578491e-01
-2.691814601421356201e-01,1.146019473671913147e-01
-2.591803967952728271e-01,1.245578825473785400e-01
-2.491792887449264526e-01,1.345118880271911621e-01
-2.391781508922576904e-01,1.444642990827560425e-01
-2.291769832372665405e-01,1.544154286384582520e-01
-2.191757857799530029e-01,1.643655151128768921e-01
-2.091745734214782715e-01,1.743147969245910645e-01
-1.991733461618423462e-01,1.842634826898574829e-01
-1.891721040010452271e-01,1.942117363214492798e-01
-1.791713386774063110e-01,2.041695266962051392e-01
-1.691709905862808228e-01,2.141357958316802979e-01
-1.591710150241851807e-01,2.241095751523971558e-01
-1.491713672876358032e-01,2.340900301933288574e-01
-1.391720026731491089e-01,2.440763860940933228e-01
-1.291734278202056885e-01,2.540780305862426758e-01
-1.191755533218383789e-01,2.640931606292724609e-01
-1.091782897710800171e-01,2.741201519966125488e-01
-9.918156266212463379e-02,2.841575741767883301e-01
-8.918530493974685669e-02,2.942041158676147461e-01
-7.918944954872131348e-02,3.042586445808410645e-01
-6.919454038143157959e-02,3.143304288387298584e-01
-5.920045450329780579e-02,3.244173526763916016e-01
-4.920709133148193359e-02,3.345175087451934814e-01
-3.921494632959365845e-02,3.446395397186279297e-01
-2.922386676073074341e-02,3.547807335853576660e-01
-1.923371665179729462e-02,3.649386167526245117e-01
-9.244375862181186676e-03,3.751110434532165527e-01
7.442636415362358093e-04,3.852960467338562012e-01
1.073229685425758362e-02,3.954918980598449707e-01
2.071981132030487061e-02,4.056970477104187012e-01
3.070688061416149139e-02,4.159101247787475586e-01
4.069357365369796753e-02,4.261299073696136475e-01
5.067995563149452209e-02,4.363553225994110107e-01
6.066607683897018433e-02,4.465853869915008545e-01
7.065198570489883423e-02,4.568192362785339355e-01
8.063772320747375488e-02,4.670561254024505615e-01
9.062333405017852783e-02,4.772953987121582031e-01
1.006088480353355408e-01,4.875364303588867188e-01
1.105942949652671814e-01,4.977787137031555176e-01
1.205796971917152405e-01,5.080217719078063965e-01
1.305650770664215088e-01,5.182651877403259277e-01
1.405504643917083740e-01,5.285086035728454590e-01
1.505358666181564331e-01,5.387517213821411133e-01
1.605213135480880737e-01,5.489942431449890137e-01
1.705068051815032959e-01,5.592359304428100586e-01
1.804923564195632935e-01,5.694766044616699219e-01
1.904779821634292603e-01,5.797160267829895020e-01
2.004636824131011963e-01,5.899540781974792480e-01
2.104488015174865723e-01,6.002016067504882812e-01
2.204334139823913574e-01,6.104572415351867676e-01
2.304175794124603271e-01,6.207197904586791992e-01
2.404013872146606445e-01,6.309881806373596191e-01
2.503848671913146973e-01,6.412613987922668457e-01
2.603681087493896484e-01,6.515386700630187988e-01
2.703511416912078857e-01,6.618191599845886230e-01
2.803339958190917969e-01,6.721022129058837891e-01
2.903167009353637695e-01,6.823871731758117676e-01
3.002993166446685791e-01,6.926735639572143555e-01
3.102821111679077148e-01,7.029497623443603516e-01
3.202650845050811768e-01,7.132165431976318359e-01
3.302482366561889648e-01,7.234746813774108887e-01
3.402315676212310791e-01,7.337248921394348145e-01
3.502150774002075195e-01,7.439677715301513672e-01
3.601987659931182861e-01,7.542037963867187500e-01
3.701826333999633789e-01,7.644335627555847168e-01
3.801666498184204102e-01,7.746574878692626953e-01
3.901508450508117676e-01,7.848759293556213379e-01
4.001351892948150635e-01,7.950893640518188477e-01
4.101197123527526855e-01,8.052980303764343262e-01
4.201043844223022461e-01,8.155022859573364258e-01
4.300892055034637451e-01,8.257024288177490234e-01
4.400742053985595703e-01,8.358986973762512207e-01
4.500593543052673340e-01,8.460913300514221191e-01
4.600435197353363037e-01,8.562918901443481445e-01
4.700260758399963379e-01,8.665106296539306641e-01
4.800072014331817627e-01,8.767453432083129883e-01
4.899870753288269043e-01,8.869941234588623047e-01
4.999658465385437012e-01,8.972551226615905762e-01
5.099436640739440918e-01,9.075268507003784180e-01
5.199206471443176270e-01,9.178078174591064453e-01
5.298968553543090820e-01,9.280967712402343750e-01
5.398713350296020508e-01,9.384152889251708984e-01
5.498445034027099609e-01,9.487484693527221680e-01
5.598164796829223633e-01,9.590944051742553711e-01
5.697874426841735840e-01,9.694514274597167969e-01
5.797575116157531738e-01,9.798179864883422852e-01
5.897268056869506836e-01,9.901927113533020020e-01
5.996954441070556641e-01,1.000574350357055664e+00
6.096632480621337891e-01,1.010950446128845215e+00
6.196300983428955078e-01,1.021309852600097656e+00
6.295961141586303711e-01,1.031654119491577148e+00
6.395606994628906250e-01,1.041996002197265625e+00
6.495240330696105957e-01,1.052335381507873535e+00
6.594842672348022461e-01,1.062695145606994629e+00
6.694417595863342285e-01,1.073072791099548340e+00
6.793968081474304199e-01,1.083466053009033203e+00
6.893497109413146973e-01,1.093872904777526855e+00
6.993007659912109375e-01,1.104291558265686035e+00
7.092493176460266113e-01,1.114731788635253906e+00
7.191957235336303711e-01,1.125190854072570801e+00
7.291402220726013184e-01,1.135666370391845703e+00
7.390823960304260254e-01,1.146167516708374023e+00
7.490219473838806152e-01,1.156702399253845215e+00
7.589591741561889648e-01,1.167266964912414551e+00
7.688944339752197266e-01,1.177857637405395508e+00
7.788279652595520020e-01,1.188470959663391113e+00
7.887588739395141602e-01,1.199115395545959473e+00
7.986874580383300781e-01,1.209787011146545410e+00
8.086132407188415527e-01,1.220493555068969727e+00
8.185365200042724609e-01,1.231230735778808594e+00
8.284559249877929688e-01,1.242017149925231934e+00
8.383719921112060547e-01,1.252846837043762207e+00
8.482850790023803711e-01,1.263714313507080078e+00
8.581949472427368164e-01,1.274626016616821289e+00
8.681018948554992676e-01,1.285576343536376953e+00
8.780063986778259277e-01,1.296560406684875488e+00
8.879086971282958984e-01,1.307573556900024414e+00
8.978091478347778320e-01,1.318611860275268555e+00
9.077079892158508301e-01,1.329671740531921387e+00
9.176054596900939941e-01,1.340749979019165039e+00
9.275017976760864258e-01,1.351843714714050293e+00
9.373971223831176758e-01,1.362950444221496582e+00
9.472916722297668457e-01,1.374067783355712891e+00
9.571850895881652832e-01,1.385204911231994629e+00
9.670770168304443359e-01,1.396369934082031250e+00
9.769676923751831055e-01,1.407558917999267578e+00
9.868575334548950195e-01,1.418757081031799316e+00
9.967467188835144043e-01,1.429962515830993652e+00
1.006635427474975586e+00,1.441173434257507324e+00
1.016523718833923340e+00,1.452388405799865723e+00
1.026410579681396484e+00,1.463617205619812012e+00
1.036296367645263672e+00,1.474857330322265625e+00
1.046181201934814453e+00,1.486106514930725098e+00
1.056065201759338379e+00,1.497362971305847168e+00
1.065948605537414551e+00,1.508624911308288574e+00
